sale_line_id,transaction_id,sale_date,store_id,product_id,channel_id,promotion_id,quantity,unit_price_sale
L00288,T10288,2026-03-30,S02,P007,C01,PR00,4,1351200
L00609,T10609,2026-03-30,S02,P020,C01,PR00,4,160200
L00658,T10658,2026-03-30,S02,P019,C01,PR10,1,412700
L00811,T10811,2026-03-30,S03,P012,C02,PR20,1,221000
L00120,T10120,2026-03-31,S03,P012,C02,PR10,1,254900
L00464,T10464,2026-03-31,S03,P015,C02,PR15,1,202200
L00529,T10529,2026-03-31,S03,P014,C02,PR00,2,516100
L00573,T10573,2026-03-31,S03,P007,C02,PR00,4,1354100
L00803,T10803,2026-03-31,S03,P012,C02,PR15,1,235100
L00948,T10948,2026-03-31,S02,P016,C01,PR15,1,369900
L00967,T10967,2026-03-31,S02,P006,C01,PR00,2,1814900
L00060,T10060,2026-04-01,S01,P019,C01,PR10,1,414700
L00068,T10068,2026-04-01,S02,P004,C01,PR00,1,1912200
L00260,T10260,2026-04-01,S03,P013,C02,PR00,1,189200
L00384,T10384,2026-04-01,S01,P015,C01,PR10,2,215400
L00515,T10515,2026-04-01,S03,P016,C02,PR10,1,386600
L00742,T10742,2026-04-01,S03,P015,C02,PR20,1,192200
L00868,T10868,2026-04-01,S01,P014,C01,PR00,3,514800
L00885,T10885,2026-04-01,S03,P006,C02,PR15,4,1543500
L00152,T10152,2026-04-02,S03,P017,C02,PR00,3,348300
L00195,T10195,2026-04-02,S03,P018,C02,PR10,1,162100
L00524,T10524,2026-04-02,S03,P007,C02,PR15,1,1158600
L00743,T10743,2026-04-02,S03,P008,C02,PR10,1,883900
L00325,T10325,2026-04-03,S01,P015,C01,PR00,1,240100
L00387,T10387,2026-04-03,S03,P012,C02,PR00,1,282000
L00401,T10401,2026-04-03,S03,P016,C02,PR00,2,430200
L00676,T10676,2026-04-03,S02,P014,C01,PR20,1,415400
L00847,T10847,2026-04-03,S03,P015,C02,PR15,2,204100
L00966,T10966,2026-04-03,S03,P004,C02,PR15,1,1630600
L00112,T10112,2026-04-04,S02,P019,C01,PR00,2,463100
L00144,T10144,2026-04-04,S02,P008,C01,PR00,2,984000
L00299,T10299,2026-04-04,S03,P004,C02,PR15,2,1625400
L00451,T10451,2026-04-04,S03,P013,C02,PR15,1,163300
L00589,T10589,2026-04-04,S03,P020,C02,PR00,1,158000
L00624,T10624,2026-04-04,S02,P017,C01,PR00,3,344800
L00399,T10399,2026-04-05,S03,P006,C02,PR00,1,1805800
L00882,T10882,2026-04-05,S03,P006,C02,PR20,1,1433800
L00127,T10127,2026-04-06,S02,P003,C01,PR00,1,4156000
L00220,T10220,2026-04-06,S03,P012,C02,PR00,1,280600
L00405,T10405,2026-04-06,S03,P009,C02,PR00,1,1533500
L00471,T10471,2026-04-06,S01,P018,C01,PR00,1,179200
L00623,T10623,2026-04-06,S03,P014,C02,PR20,1,414700
L00710,T10710,2026-04-06,S01,P016,C01,PR00,2,428600
L00971,T10971,2026-04-06,S02,P012,C01,PR00,2,283600
L00023,T10023,2026-04-07,S03,P017,C02,PR20,1,277800
L00030,T10030,2026-04-07,S02,P011,C01,PR10,1,109200
L00102,T10102,2026-04-07,S02,P013,C01,PR10,5,171400
L00215,T10215,2026-04-07,S02,P015,C01,PR00,2,239800
L00266,T10266,2026-04-07,S02,P015,C01,PR10,3,216600
L00511,T10511,2026-04-07,S01,P016,C01,PR00,1,431100
L00848,T10848,2026-04-07,S02,P012,C01,PR00,1,281600
L00927,T10927,2026-04-07,S01,P014,C01,PR00,1,518400
L00977,T10977,2026-04-07,S03,P008,C02,PR15,1,825000
L00374,T10374,2026-04-08,S01,P009,C01,PR00,3,1535100
L00625,T10625,2026-04-08,S01,P017,C01,PR00,5,345900
L00672,T10672,2026-04-08,S02,P015,C01,PR00,1,238400
L00830,T10830,2026-04-08,S03,P006,C02,PR00,1,1797800
L00005,T10005,2026-04-09,S03,P004,C02,PR10,4,1690300
L00189,T10189,2026-04-09,S03,P011,C02,PR00,2,120000
L00297,T10297,2026-04-09,S03,P016,C02,PR00,2,425400
L00545,T10545,2026-04-09,S02,P012,C01,PR00,1,284000
L00681,T10681,2026-04-09,S03,P020,C02,PR00,1,158100
L00730,T10730,2026-04-09,S01,P016,C01,PR00,1,432700
L00734,T10734,2026-04-09,S02,P010,C01,PR10,1,1290500
L00778,T10778,2026-04-09,S03,P007,C02,PR00,1,1352900
L00851,T10851,2026-04-09,S02,P006,C01,PR10,2,1622300
L00951,T10951,2026-04-09,S02,P013,C01,PR00,2,187900
L00959,T10959,2026-04-09,S01,P012,C01,PR00,1,280800
L00298,T10298,2026-04-10,S01,P007,C01,PR10,1,1208200
L00300,T10300,2026-04-10,S03,P013,C02,PR15,5,163200
L00359,T10359,2026-04-10,S03,P020,C02,PR15,1,137100
L00627,T10627,2026-04-10,S01,P013,C01,PR15,1,163300
L00753,T10753,2026-04-10,S01,P019,C01,PR00,1,462700
L00988,T10988,2026-04-10,S03,P015,C02,PR15,2,206900
L00032,T10032,2026-04-11,S01,P013,C01,PR00,1,191700
L00041,T10041,2026-04-11,S02,P005,C01,PR00,1,2312600
L00043,T10043,2026-04-11,S02,P006,C01,PR00,1,1800000
L00159,T10159,2026-04-11,S03,P004,C02,PR00,5,1924500
L00172,T10172,2026-04-11,S03,P007,C02,PR15,1,1162200
L00179,T10179,2026-04-11,S03,P006,C02,PR15,3,1530300
L00205,T10205,2026-04-11,S03,P015,C02,PR10,1,215300
L00258,T10258,2026-04-11,S03,P009,C02,PR00,1,1544100
L00433,T10433,2026-04-11,S03,P016,C02,PR00,3,432600
L00763,T10763,2026-04-11,S02,P005,C01,PR00,5,2316200
L00777,T10777,2026-04-11,S01,P011,C01,PR00,1,121400
L00135,T10135,2026-04-12,S01,P011,C01,PR10,2,109300
L00611,T10611,2026-04-12,S02,P014,C01,PR15,5,441200
L00637,T10637,2026-04-12,S03,P015,C02,PR15,1,203200
L00911,T10911,2026-04-12,S01,P020,C01,PR00,1,162400
L00568,T10568,2026-04-13,S03,P015,C02,PR15,2,201700
L00599,T10599,2026-04-13,S02,P011,C01,PR00,2,119800
L00614,T10614,2026-04-13,S03,P013,C02,PR10,1,172500
L00865,T10865,2026-04-13,S03,P017,C02,PR00,1,346300
L00454,T10454,2026-04-14,S02,P014,C01,PR10,1,465100
L00596,T10596,2026-04-14,S01,P008,C01,PR00,1,971500
L00635,T10635,2026-04-14,S02,P014,C01,PR00,1,526800
L00652,T10652,2026-04-14,S03,P019,C02,PR00,1,454100
L00801,T10801,2026-04-14,S03,P013,C02,PR20,1,150700
L00827,T10827,2026-04-14,S01,P015,C01,PR10,1,216900
L00008,T10008,2026-04-15,S01,P011,C01,PR00,1,118500
L00343,T10343,2026-04-15,S01,P015,C01,PR00,4,241500
L00356,T10356,2026-04-15,S03,P012,C02,PR15,2,236600
L00561,T10561,2026-04-15,S02,P009,C01,PR00,1,1562700
L00698,T10698,2026-04-15,S03,P018,C02,PR00,2,179200
L00757,T10757,2026-04-15,S01,P004,C01,PR00,1,1873800
L00852,T10852,2026-04-15,S02,P018,C01,PR10,3,161200
L00907,T10907,2026-04-15,S02,P011,C01,PR00,1,118900
L00161,T10161,2026-04-16,S01,P011,C01,PR10,2,107100
L00478,T10478,2026-04-16,S03,P004,C02,PR00,2,1872400
L00683,T10683,2026-04-16,S02,P012,C01,PR10,3,254100
L00225,T10225,2026-04-17,S01,P019,C01,PR00,2,456200
L00241,T10241,2026-04-17,S03,P015,C02,PR20,2,190400
L00310,T10310,2026-04-17,S02,P007,C01,PR00,1,1349400
L00331,T10331,2026-04-17,S03,P016,C02,PR00,1,427800
L00790,T10790,2026-04-17,S02,P016,C01,PR00,1,428500
L00132,T10132,2026-04-18,S03,P004,C02,PR00,1,1880900
L00505,T10505,2026-04-18,S03,P005,C02,PR00,3,2304300
L00519,T10519,2026-04-18,S03,P016,C02,PR15,2,367800
L00567,T10567,2026-04-18,S03,P009,C02,PR00,3,1571100
L00101,T10101,2026-04-19,S02,P013,C01,PR00,2,190900
L00147,T10147,2026-04-19,S03,P014,C02,PR00,1,513700
L00270,T10270,2026-04-19,S02,P013,C01,PR10,5,172400
L00352,T10352,2026-04-19,S03,P020,C02,PR00,1,158500
L00403,T10403,2026-04-19,S03,P018,C02,PR00,1,181200
L00492,T10492,2026-04-19,S03,P008,C02,PR15,1,839400
L00712,T10712,2026-04-19,S01,P014,C01,PR00,2,517900
L00735,T10735,2026-04-19,S03,P014,C02,PR15,5,444100
L00765,T10765,2026-04-19,S03,P012,C02,PR10,1,249300
L00922,T10922,2026-04-19,S02,P018,C01,PR00,2,180700
L00001,T10001,2026-04-20,S01,P003,C01,PR00,1,4153000
L00014,T10014,2026-04-20,S02,P015,C01,PR10,4,213700
L00191,T10191,2026-04-20,S01,P018,C01,PR00,2,177800
L00262,T10262,2026-04-20,S03,P013,C02,PR00,3,188000
L00393,T10393,2026-04-20,S01,P010,C01,PR10,1,1299000
L00722,T10722,2026-04-20,S01,P019,C01,PR00,1,458400
L00782,T10782,2026-04-20,S01,P003,C01,PR00,3,4141900
L00368,T10368,2026-04-21,S03,P008,C02,PR15,2,840900
L00576,T10576,2026-04-21,S03,P017,C02,PR20,1,279200
L00751,T10751,2026-04-21,S01,P015,C01,PR00,1,242200
L00920,T10920,2026-04-21,S02,P004,C01,PR00,1,1879700
L00018,T10018,2026-04-22,S02,P015,C01,PR00,2,238400
L00088,T10088,2026-04-22,S03,P002,C02,PR20,1,3084600
L00209,T10209,2026-04-22,S03,P013,C02,PR15,1,163500
L00219,T10219,2026-04-22,S02,P001,C01,PR10,4,2317700
L00646,T10646,2026-04-22,S03,P015,C02,PR00,2,238200
L00816,T10816,2026-04-22,S01,P006,C01,PR00,3,1789200
L00011,T10011,2026-04-23,S02,P017,C01,PR10,2,317600
L00040,T10040,2026-04-23,S01,P017,C01,PR00,2,351900
L00156,T10156,2026-04-23,S01,P016,C01,PR00,5,432900
L00574,T10574,2026-04-23,S03,P011,C02,PR00,2,118900
L00866,T10866,2026-04-23,S01,P020,C01,PR00,2,162200
L00044,T10044,2026-04-24,S02,P014,C01,PR00,2,512400
L00110,T10110,2026-04-24,S01,P009,C01,PR00,2,1552800
L00311,T10311,2026-04-24,S03,P016,C02,PR00,1,423900
L00445,T10445,2026-04-24,S01,P014,C01,PR00,1,516500
L00488,T10488,2026-04-24,S01,P019,C01,PR00,2,453900
L00514,T10514,2026-04-24,S02,P013,C01,PR10,3,170100
L00905,T10905,2026-04-24,S03,P011,C02,PR15,1,101200
L00954,T10954,2026-04-24,S01,P020,C01,PR10,1,143700
L00978,T10978,2026-04-24,S03,P014,C02,PR15,1,441200
L00213,T10213,2026-04-25,S02,P019,C01,PR00,2,459600
L00284,T10284,2026-04-25,S02,P014,C01,PR10,3,463000
L00595,T10595,2026-04-25,S03,P004,C02,PR15,3,1609600
L00665,T10665,2026-04-25,S03,P011,C02,PR00,1,119500
L00879,T10879,2026-04-25,S03,P013,C02,PR15,1,163000
L00926,T10926,2026-04-25,S01,P010,C01,PR00,3,1460400
L00075,T10075,2026-04-26,S01,P013,C01,PR00,2,189000
L00166,T10166,2026-04-26,S01,P017,C01,PR00,1,348600
L00283,T10283,2026-04-26,S02,P002,C01,PR10,2,3391200
L00494,T10494,2026-04-26,S03,P015,C02,PR15,2,203700
L00636,T10636,2026-04-26,S02,P007,C01,PR00,2,1366500
L00829,T10829,2026-04-26,S01,P009,C01,PR00,5,1536300
L00038,T10038,2026-04-27,S01,P017,C01,PR00,2,351900
L00099,T10099,2026-04-27,S03,P015,C02,PR00,5,236400
L00108,T10108,2026-04-27,S01,P012,C01,PR10,4,249800
L00141,T10141,2026-04-27,S03,P013,C02,PR10,3,171900
L00250,T10250,2026-04-27,S02,P016,C01,PR00,1,433500
L00364,T10364,2026-04-27,S01,P019,C01,PR10,2,413400
L00415,T10415,2026-04-27,S01,P016,C01,PR00,1,432400
L00705,T10705,2026-04-27,S03,P011,C02,PR00,1,120300
L00566,T10566,2026-04-28,S02,P011,C01,PR10,1,106500
L00655,T10655,2026-04-28,S01,P008,C01,PR00,1,984900
L00050,T10050,2026-04-29,S02,P005,C01,PR00,4,2269000
L00178,T10178,2026-04-29,S03,P015,C02,PR10,1,217000
L00228,T10228,2026-04-29,S01,P017,C01,PR00,1,354500
L00380,T10380,2026-04-29,S02,P018,C01,PR10,3,164000
L00472,T10472,2026-04-29,S01,P010,C01,PR10,1,1316100
L00507,T10507,2026-04-29,S03,P007,C02,PR20,1,1081000
L00667,T10667,2026-04-29,S01,P013,C01,PR00,1,190100
L00940,T10940,2026-04-29,S01,P013,C01,PR00,2,191800
L00045,T10045,2026-04-30,S02,P008,C01,PR00,1,977600
L00227,T10227,2026-04-30,S03,P020,C02,PR00,1,161300
L00506,T10506,2026-04-30,S01,P015,C01,PR00,3,237900
L00986,T10986,2026-04-30,S02,P016,C01,PR00,2,433200
L00202,T10202,2026-05-01,S01,P011,C01,PR10,1,109500
L00400,T10400,2026-05-01,S01,P011,C01,PR10,2,109000
L00651,T10651,2026-05-01,S02,P019,C01,PR15,1,396800
L00768,T10768,2026-05-01,S03,P015,C02,PR10,1,214800
L00915,T10915,2026-05-01,S01,P013,C01,PR00,1,189000
L00211,T10211,2026-05-02,S03,P019,C02,PR10,3,410500
L00889,T10889,2026-05-02,S01,P018,C01,PR00,3,178300
L00035,T10035,2026-05-03,S02,P008,C01,PR00,1,978500
L00236,T10236,2026-05-03,S03,P015,C02,PR00,2,241000
L00326,T10326,2026-05-03,S02,P005,C01,PR00,1,2312800
L00332,T10332,2026-05-03,S02,P018,C01,PR10,1,162600
L00378,T10378,2026-05-03,S03,P019,C02,PR15,3,388100
L00422,T10422,2026-05-03,S01,P015,C01,PR00,1,242400
L00424,T10424,2026-05-03,S01,P008,C01,PR00,1,986800
L00465,T10465,2026-05-03,S01,P015,C01,PR10,3,214400
L00522,T10522,2026-05-03,S03,P020,C02,PR00,3,158400
L00526,T10526,2026-05-03,S01,P014,C01,PR00,5,524900
L00692,T10692,2026-05-03,S02,P012,C01,PR00,4,278900
L00873,T10873,2026-05-03,S01,P011,C01,PR00,2,120900
L00363,T10363,2026-05-04,S03,P013,C02,PR15,1,160200
L00630,T10630,2026-05-04,S02,P014,C01,PR00,1,518300
L00699,T10699,2026-05-04,S01,P012,C01,PR10,3,249100
L00750,T10750,2026-05-04,S01,P010,C01,PR10,1,1312400
L00756,T10756,2026-05-04,S02,P020,C01,PR00,4,160400
L00838,T10838,2026-05-04,S03,P017,C02,PR00,2,347100
L00890,T10890,2026-05-04,S03,P013,C02,PR20,1,151300
L00006,T10006,2026-05-05,S01,P011,C01,PR00,1,121200
L00029,T10029,2026-05-05,S03,P017,C02,PR00,2,350800
L00396,T10396,2026-05-05,S03,P007,C02,PR00,3,1343900
L00516,T10516,2026-05-05,S02,P004,C01,PR00,1,1900700
L00562,T10562,2026-05-05,S03,P003,C02,PR20,1,3403400
L00072,T10072,2026-05-06,S02,P011,C01,PR00,2,120900
L00134,T10134,2026-05-06,S02,P019,C01,PR10,1,417800
L00234,T10234,2026-05-06,S02,P013,C01,PR10,1,173200
L00321,T10321,2026-05-06,S02,P010,C01,PR00,1,1457400
L00657,T10657,2026-05-06,S03,P016,C02,PR00,1,436000
L00893,T10893,2026-05-06,S01,P016,C01,PR00,1,427000
L01000,T11000,2026-05-06,S01,P006,C01,PR00,1,1821800
L00079,T10079,2026-05-07,S01,P013,C01,PR00,2,190500
L00540,T10540,2026-05-07,S01,P011,C01,PR00,1,121100
L00704,T10704,2026-05-07,S03,P020,C02,PR15,2,138000
L00780,T10780,2026-05-07,S02,P009,C01,PR10,1,1383700
L00896,T10896,2026-05-07,S01,P012,C01,PR10,2,249800
L00929,T10929,2026-05-07,S03,P015,C02,PR00,1,241800
L00136,T10136,2026-05-08,S03,P014,C02,PR15,1,440700
L00150,T10150,2026-05-08,S01,P020,C01,PR00,2,160600
L00257,T10257,2026-05-08,S03,P010,C02,PR00,2,1463700
L00350,T10350,2026-05-08,S02,P016,C01,PR20,2,346900
L00434,T10434,2026-05-08,S03,P002,C02,PR15,1,3229900
L00572,T10572,2026-05-08,S02,P018,C01,PR00,1,177400
L00605,T10605,2026-05-08,S03,P010,C02,PR00,1,1441800
L00687,T10687,2026-05-08,S03,P009,C02,PR00,2,1539000
L00906,T10906,2026-05-08,S02,P013,C01,PR00,4,192600
L00328,T10328,2026-05-09,S02,P009,C01,PR00,3,1541000
L00557,T10557,2026-05-09,S01,P020,C01,PR00,2,161100
L00644,T10644,2026-05-09,S01,P014,C01,PR00,1,514000
L00675,T10675,2026-05-09,S01,P003,C01,PR00,2,4262000
L00754,T10754,2026-05-09,S02,P018,C01,PR00,1,178700
L00231,T10231,2026-05-10,S02,P014,C01,PR00,2,522100
L00607,T10607,2026-05-10,S03,P017,C02,PR15,1,295100
L00650,T10650,2026-05-10,S01,P014,C01,PR10,2,465600
L00767,T10767,2026-05-10,S01,P019,C01,PR00,1,456500
L00774,T10774,2026-05-10,S01,P012,C01,PR20,2,225600
L00804,T10804,2026-05-10,S03,P015,C02,PR00,1,243400
L00937,T10937,2026-05-10,S03,P007,C02,PR00,1,1348300
L00229,T10229,2026-05-11,S03,P011,C02,PR00,2,119600
L00259,T10259,2026-05-11,S03,P016,C02,PR15,1,366500
L00330,T10330,2026-05-11,S01,P016,C01,PR10,2,388800
L00410,T10410,2026-05-11,S03,P020,C02,PR10,1,142100
L00560,T10560,2026-05-11,S02,P016,C01,PR00,1,436400
L00688,T10688,2026-05-11,S02,P011,C01,PR00,1,120300
L00748,T10748,2026-05-11,S01,P011,C01,PR00,5,120200
L00775,T10775,2026-05-11,S02,P015,C01,PR00,1,240800
L00122,T10122,2026-05-12,S03,P013,C02,PR20,1,152400
L00394,T10394,2026-05-12,S01,P019,C01,PR00,4,455600
L00418,T10418,2026-05-12,S01,P004,C01,PR00,1,1919400
L00551,T10551,2026-05-12,S02,P015,C01,PR00,1,237500
L00942,T10942,2026-05-12,S01,P013,C01,PR00,3,190100
L00064,T10064,2026-05-13,S01,P012,C01,PR00,1,279700
L00078,T10078,2026-05-13,S03,P014,C02,PR00,1,527700
L00173,T10173,2026-05-13,S03,P017,C02,PR00,1,354300
L00320,T10320,2026-05-13,S02,P001,C01,PR00,3,2569000
L00322,T10322,2026-05-13,S03,P001,C02,PR00,1,2562900
L00357,T10357,2026-05-13,S03,P008,C02,PR00,1,987800
L00621,T10621,2026-05-13,S01,P012,C01,PR20,1,226200
L00726,T10726,2026-05-13,S03,P002,C02,PR00,2,3767800
L00129,T10129,2026-05-14,S02,P011,C01,PR00,3,118600
L00133,T10133,2026-05-14,S02,P010,C01,PR20,1,1174400
L00167,T10167,2026-05-14,S03,P016,C02,PR00,2,431000
L00253,T10253,2026-05-14,S01,P006,C01,PR00,5,1795500
L00336,T10336,2026-05-14,S03,P010,C02,PR15,2,1215900
L00835,T10835,2026-05-14,S02,P016,C01,PR00,1,426900
L00039,T10039,2026-05-15,S02,P013,C01,PR00,3,189900
L00118,T10118,2026-05-15,S01,P014,C01,PR00,1,517900
L00518,T10518,2026-05-15,S02,P012,C01,PR00,1,276700
L00671,T10671,2026-05-15,S02,P014,C01,PR10,1,464000
L00892,T10892,2026-05-15,S03,P019,C02,PR15,2,388400
L00995,T10995,2026-05-15,S02,P011,C01,PR00,1,121700
L00184,T10184,2026-05-16,S02,P006,C01,PR00,1,1773400
L00192,T10192,2026-05-16,S03,P018,C02,PR00,1,181600
L00358,T10358,2026-05-16,S03,P005,C02,PR00,2,2299900
L00370,T10370,2026-05-16,S03,P013,C02,PR15,4,162500
L00696,T10696,2026-05-16,S01,P013,C01,PR00,1,188900
L00771,T10771,2026-05-16,S02,P001,C01,PR00,3,2580500
L00864,T10864,2026-05-16,S01,P001,C01,PR00,5,2603500
L00931,T10931,2026-05-16,S03,P019,C02,PR15,5,388600
L00985,T10985,2026-05-16,S03,P011,C02,PR10,2,109500
L00137,T10137,2026-05-17,S02,P005,C01,PR00,2,2287000
L00348,T10348,2026-05-17,S02,P012,C01,PR00,1,283200
L00460,T10460,2026-05-17,S02,P019,C01,PR00,1,463800
L00081,T10081,2026-05-18,S02,P014,C01,PR15,1,437400
L00123,T10123,2026-05-18,S01,P014,C01,PR00,1,522800
L00453,T10453,2026-05-18,S02,P020,C01,PR00,2,159600
L00495,T10495,2026-05-18,S02,P004,C01,PR00,3,1927300
L00631,T10631,2026-05-18,S01,P017,C01,PR00,2,347300
L00930,T10930,2026-05-18,S01,P007,C01,PR00,2,1357700
L00950,T10950,2026-05-18,S02,P006,C01,PR10,3,1629000
L00980,T10980,2026-05-18,S03,P016,C02,PR00,1,425200
L00058,T10058,2026-05-19,S03,P017,C02,PR10,2,317600
L00096,T10096,2026-05-19,S01,P005,C01,PR00,1,2325200
L00759,T10759,2026-05-19,S01,P005,C01,PR00,2,2298900
L00776,T10776,2026-05-19,S02,P010,C01,PR00,5,1455000
L00912,T10912,2026-05-19,S02,P015,C01,PR00,3,241100
L00004,T10004,2026-05-20,S03,P016,C02,PR15,1,368000
L00114,T10114,2026-05-20,S01,P011,C01,PR10,3,106900
L00313,T10313,2026-05-20,S01,P011,C01,PR10,1,108400
L00456,T10456,2026-05-20,S01,P016,C01,PR00,1,436000
L00544,T10544,2026-05-20,S01,P011,C01,PR10,1,106900
L00559,T10559,2026-05-20,S02,P011,C01,PR00,2,119000
L00679,T10679,2026-05-20,S01,P005,C01,PR00,1,2275400
L00752,T10752,2026-05-20,S02,P018,C01,PR00,1,182100
L00755,T10755,2026-05-20,S01,P005,C01,PR00,1,2314600
L00792,T10792,2026-05-20,S02,P020,C01,PR00,1,161700
L00168,T10168,2026-05-21,S01,P012,C01,PR10,3,253000
L00344,T10344,2026-05-21,S02,P005,C01,PR00,2,2315600
L00613,T10613,2026-05-21,S02,P014,C01,PR15,1,442600
L00633,T10633,2026-05-21,S02,P019,C01,PR15,1,390100
L00791,T10791,2026-05-21,S03,P014,C02,PR20,2,415000
L00833,T10833,2026-05-21,S02,P010,C01,PR00,2,1429200
L00069,T10069,2026-05-22,S02,P005,C01,PR00,3,2274300
L00080,T10080,2026-05-22,S03,P018,C02,PR00,2,181000
L00175,T10175,2026-05-22,S01,P008,C01,PR00,1,980800
L00177,T10177,2026-05-22,S01,P019,C01,PR00,1,460200
L00295,T10295,2026-05-22,S03,P017,C02,PR00,4,346300
L00662,T10662,2026-05-22,S01,P020,C01,PR00,2,157700
L00703,T10703,2026-05-22,S02,P013,C01,PR00,1,192000
L00711,T10711,2026-05-22,S03,P016,C02,PR10,3,388900
L00947,T10947,2026-05-22,S02,P015,C01,PR10,1,218200
L00015,T10015,2026-05-23,S02,P002,C01,PR00,2,3801700
L00097,T10097,2026-05-23,S03,P013,C02,PR00,4,189000
L00381,T10381,2026-05-23,S02,P012,C01,PR00,1,276400
L00963,T10963,2026-05-23,S02,P019,C01,PR00,2,456700
L00974,T10974,2026-05-23,S02,P017,C01,PR00,1,347500
L00074,T10074,2026-05-24,S03,P015,C02,PR10,1,213700
L00107,T10107,2026-05-24,S02,P014,C01,PR00,1,526400
L00367,T10367,2026-05-24,S02,P011,C01,PR00,3,119200
L00857,T10857,2026-05-24,S03,P020,C02,PR00,3,157700
L00958,T10958,2026-05-24,S02,P004,C01,PR00,1,1913800
L00989,T10989,2026-05-24,S02,P009,C01,PR10,1,1391800
L00047,T10047,2026-05-25,S02,P013,C01,PR00,3,187300
L00157,T10157,2026-05-25,S01,P012,C01,PR00,2,278400
L00268,T10268,2026-05-25,S03,P015,C02,PR00,3,239000
L00278,T10278,2026-05-25,S02,P014,C01,PR00,2,526800
L00345,T10345,2026-05-25,S03,P006,C02,PR15,1,1526600
L00183,T10183,2026-05-26,S03,P011,C02,PR10,1,108000
L00216,T10216,2026-05-26,S02,P019,C01,PR00,4,455200
L00474,T10474,2026-05-26,S03,P015,C02,PR15,1,205000
L00553,T10553,2026-05-26,S03,P018,C02,PR00,1,181500
L00303,T10303,2026-05-27,S02,P013,C01,PR00,1,187300
L00876,T10876,2026-05-27,S03,P010,C02,PR00,1,1452200
L00443,T10443,2026-05-28,S02,P015,C01,PR00,1,238800
L00632,T10632,2026-05-28,S02,P020,C01,PR00,1,160100
L00887,T10887,2026-05-28,S02,P002,C01,PR00,1,3798600
L00895,T10895,2026-05-28,S03,P020,C02,PR20,2,127200
L00037,T10037,2026-05-29,S02,P011,C01,PR10,4,109400
L00055,T10055,2026-05-29,S03,P001,C02,PR15,3,2208700
L00483,T10483,2026-05-29,S02,P015,C01,PR00,2,237300
L00510,T10510,2026-05-29,S03,P012,C02,PR00,1,282100
L00815,T10815,2026-05-29,S02,P009,C01,PR00,1,1562000
L00883,T10883,2026-05-29,S02,P016,C01,PR10,1,388900
L00972,T10972,2026-05-29,S02,P020,C01,PR00,1,160300
L00007,T10007,2026-05-30,S01,P006,C01,PR00,2,1795200
L00279,T10279,2026-05-30,S03,P003,C02,PR15,1,3609300
L00305,T10305,2026-05-30,S01,P009,C01,PR10,2,1392200
L00525,T10525,2026-05-30,S02,P013,C01,PR00,1,189900
L00795,T10795,2026-05-30,S02,P011,C01,PR00,1,119100
L00875,T10875,2026-05-30,S03,P008,C02,PR15,1,822000
L00316,T10316,2026-05-31,S01,P005,C01,PR10,1,2048700
L00435,T10435,2026-05-31,S01,P015,C01,PR00,1,241800
L00458,T10458,2026-05-31,S01,P008,C01,PR00,2,971900
L00530,T10530,2026-05-31,S02,P019,C01,PR00,3,460700
L00664,T10664,2026-05-31,S02,P007,C01,PR00,1,1341400
L00740,T10740,2026-05-31,S02,P012,C01,PR20,1,225900
L00842,T10842,2026-05-31,S01,P005,C01,PR00,2,2293500
L00230,T10230,2026-06-01,S01,P006,C01,PR00,1,1811300
L00414,T10414,2026-06-01,S02,P010,C01,PR00,2,1448300
L00533,T10533,2026-06-01,S02,P015,C01,PR10,1,218600
L00701,T10701,2026-06-01,S02,P008,C01,PR10,1,893900
L00850,T10850,2026-06-01,S03,P005,C02,PR00,3,2317100
L00859,T10859,2026-06-01,S02,P001,C01,PR00,4,2561500
L00153,T10153,2026-06-02,S03,P019,C02,PR15,1,387100
L00180,T10180,2026-06-02,S03,P012,C02,PR15,2,240000
L00248,T10248,2026-06-02,S03,P020,C02,PR00,1,159300
L00280,T10280,2026-06-02,S01,P008,C01,PR00,2,975200
L00411,T10411,2026-06-02,S03,P012,C02,PR20,2,224400
L00486,T10486,2026-06-02,S01,P008,C01,PR00,1,986700
L00793,T10793,2026-06-02,S03,P012,C02,PR20,2,227100
L00884,T10884,2026-06-02,S02,P011,C01,PR00,1,118500
L00586,T10586,2026-06-03,S01,P011,C01,PR10,3,107800
L00601,T10601,2026-06-03,S02,P017,C01,PR10,1,316400
L00603,T10603,2026-06-03,S03,P003,C02,PR15,5,3603000
L00620,T10620,2026-06-03,S03,P001,C02,PR00,3,2573900
L00826,T10826,2026-06-03,S01,P013,C01,PR00,2,187600
L00131,T10131,2026-06-04,S01,P018,C01,PR00,1,179500
L00249,T10249,2026-06-04,S02,P006,C01,PR15,1,1547500
L00338,T10338,2026-06-04,S01,P018,C01,PR00,1,181000
L00417,T10417,2026-06-04,S03,P007,C02,PR00,2,1364800
L00555,T10555,2026-06-04,S03,P009,C02,PR00,2,1552600
L00680,T10680,2026-06-04,S01,P013,C01,PR20,1,150600
L00083,T10083,2026-06-05,S03,P008,C02,PR00,2,976400
L00103,T10103,2026-06-05,S02,P002,C01,PR00,1,3799800
L00109,T10109,2026-06-05,S03,P007,C02,PR20,1,1079100
L00307,T10307,2026-06-05,S03,P014,C02,PR15,2,448000
L00606,T10606,2026-06-05,S03,P005,C02,PR00,1,2284400
L00758,T10758,2026-06-05,S02,P012,C01,PR10,2,250500
